"chrom","start","end","pro_plus_abs","pro_minus_abs","bidir","in_setB"
"chr1",37793330,37793632,33.53,167.82,0.19979740197831,FALSE
"chr1",38421697,38421928,25.86,0,0,FALSE
"chr1",40095029,40095232,9.58,68.95,0.138941261783901,FALSE
"chr1",40141069,40141303,85.24,116.12,0.734068205304857,TRUE
"chr1",41789713,41790145,10.54,197.76,0.053296925566343,FALSE
"chr1",41860205,41860513,40.23,109.76,0.366526967930029,TRUE
"chr1",41866307,41866590,19.16,64.41,0.297469337059463,TRUE
"chr1",41868211,41868524,45.01,13.6,0.302155076649633,TRUE
"chr1",42992408,42992727,26.82,4.53,0.168903803131991,FALSE
"chr1",43830851,43831145,63.21,5.44,0.086062331909508,FALSE
"chr1",45304711,45304967,115.88,20.86,0.180013807386952,FALSE
"chr1",45516839,45517141,10.54,30.84,0.341763942931258,TRUE
"chr1",51321415,51321751,78.53,9.07,0.115497262192793,FALSE
"chr1",51541887,51542085,10.54,0.91,0.0863377609108159,FALSE
"chr1",51567594,51568036,79.49,62.58,0.787268838847654,TRUE
"chr1",64983220,64983492,2.87,41.72,0.0687919463087248,FALSE
"chr1",70915381,70915638,0.96,4.54,0.211453744493392,FALSE
"chr1",71448647,71449002,6.7,4.54,0.677611940298507,TRUE
"chr1",71461536,71461747,8.62,8.16,0.946635730858469,TRUE
"chr1",74652416,74652892,23.95,39,0.614102564102564,TRUE
"chr1",74690170,74690385,0.96,0,0,FALSE
"chr1",74703427,74703706,0.96,1.82,0.527472527472527,TRUE
"chr1",76944177,76944436,0.96,0,0,FALSE
"chr1",85822762,85823011,0,5.44,0,FALSE
"chr1",87715094,87715337,0,10.89,0,FALSE
"chr1",107756417,107756687,2.87,24.49,0.117190690077583,FALSE
"chr1",108199222,108199511,526.72,195.03,0.370272630619684,TRUE
"chr1",109115714,109115910,111.08,10.89,0.0980374504861361,FALSE
"chr1",110746418,110746836,0,0.91,0,FALSE
"chr1",113976671,113976901,90.99,10.89,0.119683481701286,FALSE
"chr1",114034116,114034362,126.41,0,0,FALSE
"chr1",115665492,115665732,57.47,5.44,0.0946580824778145,FALSE
"chr1",145708190,145708589,0.96,16.32,0.0588235294117647,FALSE
"chr1",147669350,147669543,15.33,69.85,0.219470293486042,FALSE
"chr1",150981812,150982046,35.43,2.72,0.0767710979395992,FALSE
"chr1",151008037,151008300,5.75,52.61,0.109294810872458,FALSE
"chr1",152743192,152743429,0,3.63,0,FALSE
"chr1",156616569,156616758,140.77,32.66,0.232009661149393,FALSE
"chr1",162159452,162159808,119.71,129.73,0.922762660911123,TRUE
"chr1",162165654,162166154,25.86,170.54,0.151635979828779,FALSE
"chr1",165163058,165163257,24.9,0.91,0.0365461847389558,FALSE
"chr1",169517692,169517951,0,5.44,0,FALSE
"chr1",169529402,169529671,89.07,22.67,0.254518917705176,FALSE
"chr1",177440911,177441225,67.04,6.34,0.0945704057279236,FALSE
"chr1",177448787,177449083,50.76,49.89,0.982860520094563,TRUE
"chr1",180228560,180228795,11.49,40.82,0.281479666829985,TRUE
"chr1",183023877,183024182,68.96,101.6,0.678740157480315,TRUE
"chr1",184482955,184483374,24.9,0.91,0.0365461847389558,FALSE
"chr1",184626711,184626957,16.29,4.54,0.278698588090853,TRUE
"chr1",188893558,188893811,0.96,0.91,0.947916666666667,TRUE
"chr1",197485899,197486152,5.75,22.68,0.25352733686067,FALSE
"chr1",200016796,200017202,194.41,144.24,0.741937143151073,TRUE
"chr1",202108291,202108509,8.62,0,0,FALSE
"chr1",202112892,202113122,6.71,22.67,0.29598588442876,TRUE
"chr1",202335280,202335753,163.77,88.91,0.542895524210783,TRUE
"chr1",203089315,203089792,1.92,3.63,0.528925619834711,TRUE
"chr1",204380599,204380847,118.76,217.72,0.54547124747382,TRUE
"chr1",206843673,206844040,25.86,156.02,0.165747981028073,FALSE
"chr1",206847578,206847852,7.66,75.29,0.101739938902909,FALSE
"chr1",206901277,206901525,57.46,30.85,0.536895231465367,TRUE
"chr1",206903622,206904056,138.86,127.91,0.921143597868357,TRUE
"chr1",207950873,207951232,44.06,7.25,0.164548343168407,FALSE
"chr1",209546443,209546675,17.24,25.39,0.679007483261126,TRUE
"chr1",215425198,215425505,2.87,14.52,0.197658402203857,FALSE
"chr1",215482087,215482533,90.98,10.89,0.119696636623434,FALSE
"chr1",215540271,215540505,85.23,424.55,0.200753739253327,FALSE
"chr1",223444587,223444775,0,2.72,0,FALSE
"chr1",230057950,230058142,75.66,30.84,0.40761300555115,TRUE
"chr1",232193098,232193291,9.58,19.05,0.502887139107612,TRUE
"chr1",233715041,233715269,16.29,10.89,0.668508287292818,TRUE
"chr1",234963265,234963474,13.41,25.4,0.527952755905512,TRUE
"chr10",126934,127293,29.69,30.84,0.962710765239948,TRUE
"chr10",3482792,3483069,45.97,3.63,0.0789645420926691,FALSE
"chr10",4128004,4128334,8.62,0,0,FALSE
"chr10",4279780,4280007,6.71,7.25,0.92551724137931,TRUE
"chr10",5660289,5660558,6.71,15.42,0.43514915693904,TRUE
"chr10",6296757,6297000,72.78,53.51,0.735229458642484,TRUE
"chr10",6297797,6298260,589.92,56.25,0.0953519121236778,FALSE
"chr10",8128342,8128857,26.81,4.54,0.169339798582618,FALSE
"chr10",8726030,8726347,0.96,40.82,0.0235178833904949,FALSE
"chr10",8752535,8752757,6.71,12.7,0.528346456692913,TRUE
"chr10",9038268,9038462,211.65,29.94,0.141459957476967,FALSE
"chr10",9178775,9178966,16.28,2.72,0.167076167076167,FALSE
"chr10",9187057,9187372,76.62,61.69,0.805142260506395,TRUE
"chr10",9188115,9188909,2565.59,298.46,0.116331915855612,FALSE
"chr10",12872688,12872953,52.68,9.07,0.172171602126044,FALSE
"chr10",12873364,12873602,92.9,14.52,0.156297093649085,FALSE
"chr10",12881896,12882086,8.62,43.55,0.197933409873708,FALSE
"chr10",14407626,14407889,22.99,9.97,0.433666811657242,TRUE
"chr10",17445657,17446022,63.21,85.27,0.741292365427466,TRUE
"chr10",19177843,19178082,10.54,46.26,0.227842628620839,FALSE
"chr10",19228398,19228587,11.49,5.44,0.473455178416014,TRUE
"chr10",19232433,19232716,28.73,19.96,0.694744169857292,TRUE
"chr10",22583740,22584140,107.26,44.45,0.414413574491889,TRUE
"chr10",22633062,22633303,0,87.09,0,FALSE
"chr10",26982211,26982409,2.87,32.66,0.0878750765462339,FALSE
"chr10",28496002,28496355,10.54,50.8,0.20748031496063,FALSE
"chr10",28496462,28496765,56.5,16.33,0.289026548672566,TRUE
"chr10",28925448,28925802,45.98,389.17,0.118148880951769,FALSE
"chr10",28949734,28949937,5.75,6.35,0.905511811023622,TRUE
"chr10",29107997,29108183,161.85,215,0.752790697674419,TRUE
"chr10",29124903,29125331,91,32.66,0.358901098901099,TRUE
"chr10",29630289,29630652,42.15,112.49,0.374699973330963,TRUE
"chr10",29812181,29812671,20.11,21.76,0.924172794117647,TRUE
"chr10",34427431,34427727,4.79,7.26,0.659779614325069,TRUE
"chr10",43026432,43026740,161.84,73.48,0.454028670291646,TRUE
"chr10",44173312,44173898,420.43,92.54,0.220107984682349,FALSE
"chr10",44236881,44237151,1.92,0,0,FALSE
"chr10",44642111,44642379,66.08,5.44,0.0823244552058112,FALSE
"chr10",46048118,46048412,0,17.23,0,FALSE
"chr10",48287985,48288255,78.53,44.44,0.56589838278365,TRUE
"chr10",59323196,59323542,43.11,2.72,0.0630944096497332,FALSE
"chr10",60848276,60848507,76.61,4.54,0.0592611930557368,FALSE
"chr10",60848683,60848985,29.7,35.38,0.839457320520068,TRUE
"chr10",61409896,61410152,22.98,89.8,0.255902004454343,FALSE
"chr10",61669856,61670123,0.96,2.72,0.352941176470588,TRUE
"chr10",63630603,63631285,867.65,217.72,0.250930674811272,FALSE
"chr10",63712118,63712436,59.38,29.02,0.488716739642977,TRUE
"chr10",69439408,69439594,11.49,0.91,0.0791993037423847,FALSE
"chr10",74743411,74743613,33.52,2.72,0.081145584725537,FALSE
"chr10",74821684,74821939,34.48,1.82,0.052784222737819,FALSE
"chr10",77410078,77410400,0.96,7.26,0.132231404958678,FALSE
"chr10",79128553,79128917,26.82,9.08,0.33855331841909,TRUE
"chr10",79158513,79158781,27.77,159.66,0.173932105724665,FALSE
"chr10",79162829,79163142,2.87,1.82,0.634146341463415,TRUE
"chr10",80966678,80966928,56.51,39.92,0.706423641833304,TRUE
"chr10",87008486,87008672,26.82,0.91,0.0339299030574198,FALSE
"chr10",90713174,90713410,0,0,0,FALSE
"chr10",90917726,90918032,46.92,254.91,0.184064964104978,FALSE
"chr10",91360913,91361251,10.54,0,0,FALSE
"chr10",93435055,93435514,97.69,419.11,0.233089165135645,FALSE
"chr10",93440624,93440932,64.17,36.28,0.565373227364812,TRUE
"chr10",97571653,97571927,65.12,32.66,0.501535626535626,TRUE
"chr10",100883315,100883698,48.85,14.52,0.297236438075742,TRUE
"chr10",102710669,102711018,344.76,146.95,0.42623854275438,TRUE
"chr10",103890166,103890456,9.58,119.75,0.08,FALSE
"chr10",103931320,103931951,4.79,70.77,0.0676840469125336,FALSE
"chr10",104480897,104481116,18.19,12.71,0.698735568993953,TRUE
"chr10",110789870,110790137,375.4,52.61,0.140143846563665,FALSE
"chr10",113678566,113679106,48.84,88.89,0.54944313196085,TRUE
"chr10",113921897,113922337,45.02,29.93,0.664815637494447,TRUE
"chr10",113927330,113927741,23.94,16.33,0.682121971595656,TRUE
"chr10",114239172,114239585,79.49,26.3,0.330859227575796,TRUE
"chr10",114349654,114350005,28.73,30.85,0.93128038897893,TRUE
"chr10",115664713,115665093,159.93,17.23,0.107734633902332,FALSE
"chr10",121500740,121501005,1.92,9.07,0.211686879823594,FALSE
"chr10",121501697,121501916,7.66,2.72,0.35509138381201,TRUE
"chr10",121510262,121510487,14.36,39.92,0.359719438877755,TRUE
"chr10",123721905,123722250,16.28,20.86,0.780441035474593,TRUE
"chr10",123744020,123744260,284.43,62.6,0.220089301409837,FALSE
"chr10",124893438,124893667,40.23,12.7,0.315684812329108,TRUE
"chr10",125624792,125625160,384.03,170.54,0.444079889591959,TRUE
"chr10",125625906,125626177,195.35,21.77,0.111441003327361,FALSE
"chr10",125634231,125634511,89.06,9.07,0.101841455198742,FALSE
"chr10",125695064,125695314,113.96,8.17,0.0716918216918217,FALSE
"chr10",126175939,126176185,3.83,15.42,0.248378728923476,FALSE
"chr10",126918328,126918849,168.55,31.74,0.188312073568674,FALSE
"chr10",126935620,126935898,9.58,8.17,0.852818371607516,TRUE
"chr10",128541274,128541546,1.92,41.73,0.0460100647016535,FALSE
"chr11",470094,470314,11.49,9.97,0.867711053089643,TRUE
"chr11",1796405,1796932,40.23,238.58,0.168622684214938,FALSE
"chr11",1828644,1828870,52.68,4.53,0.0859908883826879,FALSE
"chr11",1830913,1831148,6.71,4.53,0.675111773472429,TRUE
"chr11",2169099,2169395,3.83,0.91,0.237597911227154,FALSE
"chr11",2190910,2191096,22.02,22.68,0.970899470899471,TRUE
"chr11",2193280,2193665,98.64,67.13,0.680555555555555,TRUE
"chr11",10742858,10743127,22.99,10.88,0.473249238799478,TRUE
"chr11",15615482,15615792,206.85,58.05,0.280638143582306,TRUE
"chr11",17405780,17406050,49.8,24.49,0.491767068273092,TRUE
"chr11",20031893,20032161,22.03,6.35,0.288243304584657,TRUE
"chr11",30521666,30522014,21.08,24.49,0.860759493670886,TRUE
"chr11",34633689,34633917,126.4,9.98,0.0789556962025316,FALSE
"chr11",35389964,35390174,85.24,8.17,0.09584702017832,FALSE
"chr11",60757268,60757496,39.27,18.14,0.461930226636109,TRUE
"chr11",65379975,65380161,14.36,0.91,0.0633704735376045,FALSE
"chr11",65418713,65418943,112.05,219.53,0.510408600191318,TRUE
"chr11",67027754,67028160,65.12,51.71,0.794072481572482,TRUE
"chr11",68216588,68216825,58.41,69.85,0.836220472440945,TRUE
"chr11",69515314,69515615,128.33,98.88,0.770513519831684,TRUE
"chr11",69891444,69892160,214.52,221.35,0.969143889767337,TRUE
"chr11",69893095,69893358,96.72,71.67,0.741004962779156,TRUE
"chr11",69894488,69894742,253.78,21.78,0.0858223658286705,FALSE
"chr11",69914755,69914963,6.7,10.89,0.61524334251607,TRUE
"chr11",70106215,70106691,2.88,8.16,0.352941176470588,TRUE
"chr11",70760322,70760616,59.39,6.35,0.106920356962452,FALSE
"chr11",70805869,70806178,5.75,28.12,0.20448079658606,FALSE
"chr11",71481422,71481755,126.42,51.7,0.408954279386173,TRUE
"chr11",72786429,72786789,3450.51,367.4,0.106477013542926,FALSE
"chr11",73192419,73192619,14.36,13.6,0.947075208913649,TRUE
"chr11",73193918,73194209,60.33,264.89,0.227754917135415,FALSE
"chr11",73194587,73194905,183.87,419.1,0.438725841088046,TRUE
"chr11",73227825,73228428,41.19,76.2,0.540551181102362,TRUE
"chr11",75333845,75334059,4.79,2.72,0.567849686847599,TRUE
"chr11",76772557,76772997,72.78,58.06,0.797746633690574,TRUE
"chr11",76921498,76921878,12.46,0,0,FALSE
"chr11",78145782,78145976,47.89,6.35,0.132595531426185,FALSE
"chr11",78150701,78151042,19.15,10.89,0.568668407310705,TRUE
"chr11",78156088,78156725,246.14,29.94,0.121638092142683,FALSE
"chr11",78259878,78260478,123.54,811.9,0.152161596255697,FALSE
"chr11",78268284,78268550,36.4,345.62,0.105317979283606,FALSE
"chr11",78396582,78396880,3.83,11.8,0.324576271186441,TRUE
"chr11",79059848,79060546,72.8,1700.91,0.042800618492454,FALSE
"chr11",83004146,83004578,55.55,66.22,0.838870431893688,TRUE
"chr11",84687513,84687814,2.88,15.42,0.186770428015564,FALSE
"chr11",85137249,85137458,4.79,24.5,0.195510204081633,FALSE
"chr11",86497102,86497376,7.67,7.26,0.946544980443285,TRUE
"chr11",86499741,86500126,22.03,28.12,0.783428165007112,TRUE
"chr11",86671304,86671913,165.69,36.3,0.219083831251132,FALSE
"chr11",86674130,86674335,10.54,2.72,0.258064516129032,FALSE
"chr11",86706206,86706587,22.02,27.21,0.809261300992282,TRUE
"chr11",86776251,86776598,10.53,0,0,FALSE
"chr11",86790340,86790608,4.79,2.72,0.567849686847599,TRUE
"chr11",87924174,87924463,0,7.26,0,FALSE
"chr11",94830911,94831123,30.65,16.33,0.53278955954323,TRUE
"chr11",101034100,101034421,104.39,80.72,0.773254143117157,TRUE
"chr11",101178535,101178865,20.12,0,0,FALSE
"chr11",101299190,101299893,102.47,58.96,0.575387918415146,TRUE
"chr11",101300508,101300784,8.63,0,0,FALSE
"chr11",101336117,101336546,11.49,36.29,0.316616147699091,TRUE
"chr11",101336966,101337155,19.16,12.69,0.662317327766179,TRUE
"chr11",101436612,101436855,0,0,0,FALSE
"chr11",101438198,101438433,0,0.91,0,FALSE
"chr11",101441743,101442115,181.01,42.63,0.235511850174024,FALSE
"chr11",101443739,101443998,2.88,36.29,0.0793607054284927,FALSE
"chr11",101686780,101686989,4.79,0,0,FALSE
"chr11",106461180,106461429,0.96,8.16,0.117647058823529,FALSE
"chr11",111334633,111334944,10.55,65.31,0.161537283723779,FALSE
"chr11",111336115,111336370,23.95,5.44,0.22713987473904,FALSE
"chr11",112293079,112293370,47.89,11.79,0.246189183545625,FALSE
"chr11",117183834,117184187,20.11,66.21,0.303730554296934,TRUE
"chr11",117185212,117185449,8.62,9.07,0.950385887541345,TRUE
"chr11",118057852,118058270,49.8,490.78,0.101471127592811,FALSE
"chr11",119910048,119910351,23.94,2.72,0.113617376775272,FALSE
"chr11",123096438,123096743,8.63,120.65,0.071529216742644,FALSE
"chr11",126083188,126083375,7.67,9.07,0.845644983461962,TRUE
"chr11",129694481,129694841,4.79,4.54,0.947807933194154,TRUE
"chr11",129696026,129696247,1.92,9.07,0.211686879823594,FALSE
"chr11",131692176,131692599,32.56,75.28,0.432518597236982,TRUE
"chr11",131696695,131697243,542.04,17.23,0.0317873219688584,FALSE
"chr11",131700360,131700715,3.84,94.33,0.0407081522315276,FALSE
"chr11",131897303,131897609,694.32,213.18,0.307034220532319,TRUE
"chr11",131900374,131900567,35.43,0,0,FALSE
"chr11",133215578,133215790,7.66,2.72,0.35509138381201,TRUE
"chr11",134640089,134640353,123.55,0.91,0.00736543909348442,FALSE
"chr12",524184,524579,16.28,19.96,0.81563126252505,TRUE
"chr12",1767895,1768294,250.9,0.91,0.00362694300518135,FALSE
"chr12",1841580,1841820,171.43,40.83,0.238173015224873,FALSE
"chr12",1932246,1932521,186.74,19.04,0.101959944307593,FALSE
"chr12",2795935,2796195,134.08,26.31,0.196226133651551,FALSE
"chr12",3349882,3350159,3.84,23.59,0.162780839338703,FALSE
"chr12",3514389,3514707,8.62,4.53,0.525522041763341,TRUE
"chr12",6065325,6065541,17.24,0,0,FALSE
"chr12",6237573,6237869,52.67,22.69,0.430795519270932,TRUE
"chr12",6264808,6265053,40.23,50.8,0.791929133858268,TRUE
"chr12",6363947,6364213,313.17,432.71,0.72374107369832,TRUE
"chr12",13050125,13050514,191.54,215.9,0.887169986104678,TRUE
"chr12",15216498,15216827,20.12,51.7,0.389168278529981,TRUE
"chr12",15243197,15243413,4.8,47.18,0.101738024586689,FALSE
"chr12",23225814,23226285,66.07,13.61,0.205993643105797,FALSE
"chr12",23235456,23235740,23.95,6.35,0.265135699373695,FALSE
"chr12",24544227,24544671,3.83,14.52,0.263774104683196,FALSE
"chr12",26101411,26101783,379.24,189.6,0.499947262946947,TRUE
"chr12",26102261,26102464,19.16,19.06,0.994780793319415,TRUE
"chr12",27623595,27624175,119.71,2.72,0.0227215771447665,FALSE
"chr12",31773480,31773790,13.4,41.72,0.321188878235858,TRUE
"chr12",45596283,45596581,9.58,21.77,0.440055121727147,TRUE
"chr12",46201483,46201892,49.81,78.93,0.631065501076904,TRUE
"chr12",46209311,46209501,11.5,76.2,0.150918635170604,FALSE
"chr12",48021986,48022245,40.23,116.12,0.346451946262487,TRUE
"chr12",49187999,49188205,84.27,27.21,0.322890708437166,TRUE
"chr12",52148734,52149197,168.56,20.87,0.123813478879924,FALSE
"chr12",52344874,52345113,198.25,15.43,0.0778310214375788,FALSE
"chr12",52895235,52895499,3.83,1685.51,0.0022723092713778,FALSE
"chr12",52969960,52970260,251.87,632.29,0.398345695804141,TRUE
"chr12",52971925,52972379,313.15,171.45,0.547501197509181,TRUE
"chr12",53157990,53158313,5.75,1.82,0.316521739130435,TRUE
"chr12",53978026,53978223,76.61,57.15,0.745986163686203,TRUE
"chr12",53983344,53983634,68.95,114.3,0.60323709536308,TRUE
"chr12",53990333,53990624,503.74,918.05,0.548706497467458,TRUE
"chr12",57088680,57088882,34.48,46.27,0.745191268640588,TRUE
"chr12",57918200,57918390,0,3.62,0,FALSE
"chr12",64019010,64019552,105.35,50.79,0.482107261509255,TRUE
"chr12",64081278,64081546,26.81,40.82,0.656785889269966,TRUE
"chr12",64611098,64611331,203.98,19.06,0.093440533385626,FALSE
"chr12",68793178,68793492,22.03,0,0,FALSE
"chr12",69417911,69418108,20.12,4.54,0.225646123260437,FALSE
"chr12",69440144,69440469,356.26,412.75,0.863137492428831,TRUE
"chr12",74871271,74871480,5.75,39.91,0.14407416687547,FALSE
"chr12",74871725,74872207,26.84,65.31,0.410963099065993,TRUE
"chr12",74873193,74873468,19.16,50.8,0.377165354330709,TRUE
"chr12",75706168,75706727,17.24,29.93,0.576010691613765,TRUE
"chr12",79022855,79023210,66.08,42.63,0.645127118644068,TRUE
"chr12",89425071,89425305,5.75,3.63,0.631304347826087,TRUE
"chr12",89464959,89465290,64.17,193.22,0.332108477383294,TRUE
"chr12",97500583,97500916,226.01,127,0.561922038847839,TRUE
"chr12",97568691,97569064,438.62,139.71,0.31852172723542,TRUE
"chr12",97701961,97702189,2.87,4.53,0.63355408388521,TRUE
"chr12",100952462,100952977,18.2,85.27,0.213439662249326,FALSE
"chr12",101697296,101697838,311.25,223.17,0.717012048192771,TRUE
"chr12",101698601,101698835,101.51,59.87,0.589794108954783,TRUE
"chr12",103175654,103175970,6.71,14.51,0.462439696760855,TRUE
"chr12",106277108,106277305,28.74,19.05,0.662839248434238,TRUE
"chr12",106279273,106279661,31.61,51.7,0.611411992263056,TRUE
"chr12",115869099,115869305,9.58,9.07,0.946764091858038,TRUE
"chr12",115870234,115870527,7.67,24.48,0.313316993464052,TRUE
"chr12",115872150,115872511,315.07,43.55,0.138223251975751,FALSE
"chr12",116385882,116386145,107.26,8.15,0.0759835912735409,FALSE
"chr12",116390368,116390881,333.26,97.98,0.294004681029827,TRUE
"chr12",116495348,116495589,0,48.08,0,FALSE
"chr12",119171226,119171561,0.96,13.61,0.0705363703159442,FALSE
"chr12",121748840,121749172,0.96,2.72,0.352941176470588,TRUE
"chr12",122098242,122098603,5.76,13.61,0.423218221895665,TRUE
"chr12",122803634,122804299,151.31,0.91,0.00601414314982486,FALSE
"chr12",123069796,123070204,56.5,13.61,0.240884955752212,FALSE
"chr12",124217989,124218206,4.79,0,0,FALSE
"chr12",124393079,124393272,18.19,0.91,0.0500274876305662,FALSE
"chr12",124730688,124731037,9.58,14.51,0.660234321157822,TRUE
"chr12",131860844,131861118,51.72,17.24,0.333333333333333,TRUE
"chr13",20505690,20505964,5.76,49.89,0.115453998797354,FALSE
"chr13",22979086,22979375,123.55,43.56,0.352569809793606,TRUE
"chr13",25659175,25659565,293.06,22.68,0.0773902955026275,FALSE
"chr13",29908931,29909256,5.75,72.57,0.0792338431858895,FALSE
"chr13",29918804,29919083,204.95,43.54,0.21244205903879,FALSE
"chr13",29920143,29920372,18.2,33.57,0.54215072981829,TRUE
"chr13",30833011,30833368,30.65,2.72,0.0887438825448613,FALSE
"chr13",32068354,32068549,48.85,2.72,0.0556806550665302,FALSE
"chr13",33345668,33345980,25.86,97.97,0.263958354598346,FALSE
"chr13",33642694,33643074,63.21,175.98,0.359188544152745,TRUE
"chr13",33648855,33649126,0.96,40.82,0.0235178833904949,FALSE
"chr13",38684448,38685179,387.88,648.61,0.598017298530704,TRUE
"chr13",40993831,40994152,27.78,171.46,0.162020296279016,FALSE
"chr13",41017129,41017488,3098.08,216.81,0.069982053400816,FALSE
"chr13",41101924,41102153,0.96,13.61,0.0705363703159442,FALSE
"chr13",46120288,46120628,13.41,1.82,0.135719612229679,FALSE
"chr13",46143262,46143472,27.77,41.74,0.665309056061332,TRUE
"chr13",98293166,98293502,39.26,9.98,0.254202750891493,FALSE
"chr13",98301000,98301200,6.71,82.54,0.081293918100315,FALSE
"chr13",98420029,98420297,3.83,2.72,0.710182767624021,TRUE
"chr13",106861100,106861482,7.66,49.9,0.153507014028056,FALSE
"chr13",106861930,106862139,41.18,11.79,0.28630403108305,TRUE
"chr13",108919371,108919653,19.16,0,0,FALSE
"chr13",112968801,112969123,4.79,27.21,0.17603822124219,FALSE
"chr13",113928666,113928964,10.54,22.68,0.464726631393298,TRUE
"chr14",23072217,23072417,13.41,7.25,0.540641312453393,TRUE
"chr14",29111693,29111885,1.92,1.81,0.942708333333333,TRUE
"chr14",33781403,33781727,33.53,6.35,0.189382642409782,FALSE
"chr14",36656290,36656506,45.97,48.99,0.938354766278832,TRUE
"chr14",36856192,36856452,3403.57,297.57,0.0874287880078858,FALSE
"chr14",44449714,44449982,4.79,0.91,0.189979123173278,FALSE
"chr14",45891482,45891734,44.04,33.57,0.762261580381471,TRUE
"chr14",45892610,45892875,122.58,12.69,0.10352422907489,FALSE
"chr14",53231300,53231517,2.88,4.54,0.634361233480176,TRUE
"chr14",53943557,53943743,6.71,2.72,0.405365126676602,TRUE
"chr14",61485237,61485480,16.28,12.7,0.78009828009828,TRUE
"chr14",61559294,61559589,24.91,311.17,0.0800527043095414,FALSE
"chr14",63547828,63548081,75.66,108.85,0.695084979329352,TRUE
"chr14",64234982,64235320,105.34,7.26,0.0689196886273021,FALSE
"chr14",65118104,65118823,9.59,199.58,0.0480509069044994,FALSE
"chr14",67480090,67480375,226.96,55.33,0.24378745153331,FALSE
"chr14",67533755,67533989,73.74,71.66,0.971792785462436,TRUE
"chr14",68177756,68178017,36.4,45.36,0.802469135802469,TRUE
"chr14",68255897,68256159,156.1,147.87,0.947277386290839,TRUE
"chr14",68306732,68307268,223.14,518.89,0.430033340399699,TRUE
"chr14",68309476,68309744,33.51,56.25,0.595733333333333,TRUE
"chr14",68393554,68393840,147.47,0,0,FALSE
"chr14",68458229,68458512,3.83,713.93,0.00536467160646002,FALSE
"chr14",68459000,68459401,110.13,161.48,0.682003963339113,TRUE
"chr14",68570025,68570428,31.61,29.03,0.918380259411579,TRUE
"chr14",68945949,68946146,29.7,48.99,0.606246172688304,TRUE
"chr14",71500795,71501019,17.24,1.81,0.104988399071926,FALSE
"chr14",73602194,73602423,52.68,4.54,0.0861807137433561,FALSE
"chr14",73784782,73785039,42.14,203.21,0.207371684464347,FALSE
"chr14",75260047,75260454,279.66,26.3,0.0940427662161196,FALSE
"chr14",75521342,75521755,242.28,464.45,0.52164926256863,TRUE
"chr14",75535855,75536320,174.29,29.02,0.166504102358139,FALSE
"chr14",77099699,77099984,150.37,9.07,0.060317882556361,FALSE
"chr14",77400219,77400634,37.36,146.05,0.255802807257788,FALSE
"chr14",79413593,79413908,12.45,9.98,0.801606425702811,TRUE
"chr14",90503482,90504172,3.83,3.63,0.947780678851175,TRUE
"chr14",90512296,90512638,41.18,68.03,0.605321181831545,TRUE
"chr14",91276446,91276726,115.88,181.44,0.638668430335097,TRUE
"chr14",91326020,91326352,70.88,58.05,0.818989841986456,TRUE
"chr14",91393085,91393374,44.06,27.21,0.617566954153427,TRUE
"chr14",91394314,91394594,9.58,50.8,0.188582677165354,FALSE
