"chrom","start","end","nearest_alu_subfamily","distance","set","dose","overlaps_alu","symbol","gene_dist","ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"chr1",17561549,17561732,"AluJb",401,"SetA_ER_H3K27ac","10nM",FALSE,"ARHGEF10L",0,"ENSG00000074964",753.976800882211,0.820482184112316,0.303205261154717,2.70602884985445,0.00680931300793422,0.145565866047526,FALSE
"chr1",18635104,18635287,"AluSx1",8474,"SetA_ER_H3K27ac","10nM",FALSE,"PAX7",0,"ENSG00000009709",7.2865447352653,0.659603109259027,1.05438261731007,0.6255823061099,0.531588947382119,1,FALSE
"chr1",19425775,19426130,"AluJo",1665,"SetA_ER_H3K27ac","10nM",FALSE,"CAPZB",0,"ENSG00000077549",10570.7543042362,0.0227770729620336,0.1176373511024,0.193621096944004,0.846472577818637,1,FALSE
"chr1",19427217,19427584,"AluSx1",537,"SetA_ER_H3K27ac","10nM",FALSE,"CAPZB",0,"ENSG00000077549",10570.7543042362,0.0227770729620336,0.1176373511024,0.193621096944004,0.846472577818637,1,FALSE
"chr1",19582182,19582542,"AluSp",225,"SetA_ER_H3K27ac","10nM",FALSE,"MICOS10",0,"ENSG00000173436",952.396315846775,0.474145618394259,0.176355166704137,2.68858365340501,0.007175585411501,0.151742750120038,FALSE
"chr1",19593316,19593585,"AluJb",0,"SetA_ER_H3K27ac","10nM",TRUE,"MICOS10",0,"ENSG00000173436",952.396315846775,0.474145618394259,0.176355166704137,2.68858365340501,0.007175585411501,0.151742750120038,FALSE
"chr1",19596644,19596993,"FLAM_A",616,"SetA_ER_H3K27ac","10nM",FALSE,"MICOS10",0,"ENSG00000173436",952.396315846775,0.474145618394259,0.176355166704137,2.68858365340501,0.007175585411501,0.151742750120038,FALSE
"chr1",21241656,21242035,"AluSx",0,"SetA_ER_H3K27ac","10nM",TRUE,"ECE1",0,"ENSG00000117298",6392.2324739961,0.368998360963022,0.276784149505811,1.33316290554158,0.182478349553352,0.953621113013647,FALSE
"chr1",21247156,21247486,"AluJr",216,"SetA_ER_H3K27ac","10nM",FALSE,"ECE1",0,"ENSG00000117298",6392.2324739961,0.368998360963022,0.276784149505811,1.33316290554158,0.182478349553352,0.953621113013647,FALSE
"chr1",21251980,21252217,"AluSx",446,"SetA_ER_H3K27ac","10nM",FALSE,"ECE1",0,"ENSG00000117298",6392.2324739961,0.368998360963022,0.276784149505811,1.33316290554158,0.182478349553352,0.953621113013647,FALSE
"chr1",21254703,21254999,"FLAM_C",354,"SetA_ER_H3K27ac","10nM",FALSE,"ECE1",0,"ENSG00000117298",6392.2324739961,0.368998360963022,0.276784149505811,1.33316290554158,0.182478349553352,0.953621113013647,FALSE
"chr1",21268429,21268801,"AluSx1",2882,"SetA_ER_H3K27ac","10nM",FALSE,"ECE1",0,"ENSG00000117298",6392.2324739961,0.368998360963022,0.276784149505811,1.33316290554158,0.182478349553352,0.953621113013647,FALSE
"chr1",21337038,21337261,"AluSq2",0,"SetA_ER_H3K27ac","10nM",TRUE,"ECE1",0,"ENSG00000117298",6392.2324739961,0.368998360963022,0.276784149505811,1.33316290554158,0.182478349553352,0.953621113013647,FALSE
"chr1",21622191,21622415,"AluSp",4989,"SetA_ER_H3K27ac","10nM",FALSE,"RAP1GAP",0,"ENSG00000076864",5202.16110456291,0.350378922259502,0.209279285744158,1.67421692507035,0.0940879743466072,0.740549066302717,FALSE
"chr1",21625772,21626068,"AluSp",1336,"SetA_ER_H3K27ac","10nM",FALSE,"RAP1GAP",0,"ENSG00000076864",5202.16110456291,0.350378922259502,0.209279285744158,1.67421692507035,0.0940879743466072,0.740549066302717,FALSE
"chr1",21634234,21634743,"AluJr",1337,"SetA_ER_H3K27ac","10nM",FALSE,"RAP1GAP",0,"ENSG00000076864",5202.16110456291,0.350378922259502,0.209279285744158,1.67421692507035,0.0940879743466072,0.740549066302717,FALSE
"chr1",21635650,21635930,"AluSp",595,"SetA_ER_H3K27ac","10nM",FALSE,"RAP1GAP",0,"ENSG00000076864",5202.16110456291,0.350378922259502,0.209279285744158,1.67421692507035,0.0940879743466072,0.740549066302717,FALSE
"chr1",21638763,21639420,"AluSz",279,"SetA_ER_H3K27ac","10nM",FALSE,"RAP1GAP",0,"ENSG00000076864",5202.16110456291,0.350378922259502,0.209279285744158,1.67421692507035,0.0940879743466072,0.740549066302717,FALSE
"chr1",22469452,22469840,"FAM",0,"SetA_ER_H3K27ac","10nM",TRUE,"ZBTB40",0,"ENSG00000184677",1538.58147378757,0.537654642479572,0.174524981680548,3.08067439573607,0.00206532365979506,0.0582135797141671,FALSE
"chr1",22472532,22473416,"AluJb",48,"SetA_ER_H3K27ac","10nM",FALSE,"ZBTB40",0,"ENSG00000184677",1538.58147378757,0.537654642479572,0.174524981680548,3.08067439573607,0.00206532365979506,0.0582135797141671,FALSE
"chr1",23530910,23531208,"AluSx1",1496,"SetA_ER_H3K27ac","10nM",FALSE,"E2F2",0,"ENSG00000007968",1104.2170665986,0.436808045436672,0.349747386578914,1.24892440143542,0.211692725700634,0.996078737143359,FALSE
"chr1",24001275,24001699,"AluSx",0,"SetA_ER_H3K27ac","10nM",TRUE,"ENSG00000225315",0,"ENSG00000225315",9.64635743883755,0.368678107539531,0.822652284844579,0.448157884359592,0.654039255222856,1,FALSE
"chr1",24011643,24011918,"AluSz",71,"SetA_ER_H3K27ac","10nM",FALSE,"ENSG00000225315",0,"ENSG00000225315",9.64635743883755,0.368678107539531,0.822652284844579,0.448157884359592,0.654039255222856,1,FALSE
"chr1",24018849,24019163,"AluSx1",173,"SetA_ER_H3K27ac","10nM",FALSE,"ENSG00000225315",0,"ENSG00000225315",9.64635743883755,0.368678107539531,0.822652284844579,0.448157884359592,0.654039255222856,1,FALSE
"chr1",24567889,24568509,"FLAM_A",280,"SetA_ER_H3K27ac","10nM",FALSE,"NCMAP",0,"ENSG00000184454",60.2013859251142,0.641798995337119,0.283735138492252,2.26196515083606,0.0236995564974039,0.341218974815648,FALSE
"chr1",24570410,24570783,"AluJb",0,"SetA_ER_H3K27ac","10nM",TRUE,"NCMAP",0,"ENSG00000184454",60.2013859251142,0.641798995337119,0.283735138492252,2.26196515083606,0.0236995564974039,0.341218974815648,FALSE
"chr1",24769808,24770078,"AluJb",0,"SetA_ER_H3K27ac","10nM",TRUE,"CLIC4",0,"ENSG00000169504",11070.5213484815,-0.0577552214805206,0.343913607457484,-0.16793526114741,0.866634209662941,1,FALSE
"chr1",25568216,25568465,"AluY",2113,"SetA_ER_H3K27ac","10nM",FALSE,"LDLRAP1",0,"ENSG00000157978",1213.10910791048,0.0401721130152176,0.160632516923189,0.250087054506075,0.802520026962976,1,FALSE
"chr1",25756866,25757517,"AluSx1",4101,"SetA_ER_H3K27ac","10nM",FALSE,"MAN1C1",0,"ENSG00000117643",138.099202892672,0.339069507931759,0.673015058178543,0.503806718455038,0.614397206053122,1,FALSE
"chr1",26914112,26914413,"AluSz6",273,"SetA_ER_H3K27ac","10nM",FALSE,"NUDC",0,"ENSG00000090273",4063.19240853321,0.0783465347041986,0.197557664067087,0.396575526817291,0.691680502556496,1,FALSE
"chr1",28068727,28068941,"AluSx1",0,"SetA_ER_H3K27ac","10nM",TRUE,"EYA3",0,"ENSG00000158161",982.078383731553,-0.0990902686095053,0.218514123880621,-0.453473060915918,0.650208137309381,1,FALSE
"chr1",28520266,28520598,"AluSx",198,"SetA_ER_H3K27ac","10nM",FALSE,"RCC1",0,"ENSG00000180198",3845.46698815556,-0.0525949746987947,0.17561974366652,-0.299482128835502,0.764572205795643,1,FALSE
"chr1",29227603,29227929,"FLAM_A",166,"SetA_ER_H3K27ac","10nM",FALSE,"MECR",0,"ENSG00000116353",579.507510111875,0.258175847029672,0.16072953951587,1.60627503698025,0.108213492664359,0.793827571708756,FALSE
"chr1",31186608,31186900,"AluJo",150,"SetA_ER_H3K27ac","10nM",FALSE,"NKAIN1",0,"ENSG00000084628",111.873635251806,1.2318425863054,0.441965348824267,2.78719268282545,0.00531668559493692,0.12170520610449,FALSE
"chr1",31187059,31187304,"AluJo",601,"SetA_ER_H3K27ac","10nM",FALSE,"NKAIN1",0,"ENSG00000084628",111.873635251806,1.2318425863054,0.441965348824267,2.78719268282545,0.00531668559493692,0.12170520610449,FALSE
"chr1",31412818,31413141,"AluJo",132,"SetA_ER_H3K27ac","10nM",FALSE,"SERINC2",0,"ENSG00000168528",897.175724147521,-0.00152176161732508,0.277592107896635,-0.0054820060586583,0.995626013911703,1,FALSE
"chr1",31842833,31843287,"AluYd8",530,"SetA_ER_H3K27ac","10nM",FALSE,"ENSG00000203620",0,"ENSG00000203620",19.1158529021902,0.394220759119968,0.811549413559799,0.485763100229163,0.627135139294036,1,FALSE
"chr1",31855047,31855540,"AluSp",509,"SetA_ER_H3K27ac","10nM",FALSE,"ENSG00000203620",0,"ENSG00000203620",19.1158529021902,0.394220759119968,0.811549413559799,0.485763100229163,0.627135139294036,1,FALSE
"chr1",31880135,31880536,"AluSg",35,"SetA_ER_H3K27ac","10nM",FALSE,"ENSG00000203620",0,"ENSG00000203620",19.1158529021902,0.394220759119968,0.811549413559799,0.485763100229163,0.627135139294036,1,FALSE
"chr1",31880898,31881150,"AluSg",798,"SetA_ER_H3K27ac","10nM",FALSE,"ENSG00000203620",0,"ENSG00000203620",19.1158529021902,0.394220759119968,0.811549413559799,0.485763100229163,0.627135139294036,1,FALSE
"chr1",31938554,31938863,"AluSg",230,"SetA_ER_H3K27ac","10nM",FALSE,"PTP4A2",0,"ENSG00000184007",18585.0371099382,0.392995024287569,0.175047543779762,2.24507591367303,0.0247632595739508,0.35022574616124,FALSE
"chr1",32240497,32240764,"AluSx",1210,"SetA_ER_H3K27ac","10nM",FALSE,"EIF3I",0,"ENSG00000084623",7661.29368934792,0.0322225763589607,0.148778877537742,0.216580316320685,0.828535426950121,1,FALSE
"chr1",32332832,32333168,"AluSz6",4232,"SetA_ER_H3K27ac","10nM",FALSE,"HDAC1",0,"ENSG00000116478",6124.75674350601,0.00129850300203329,0.136880732511886,0.0094863826208742,0.992431075292198,1,FALSE
"chr1",34825617,34825962,"AluSg7",3646,"SetA_ER_H3K27ac","10nM",FALSE,"SMIM12",0,"ENSG00000163866",1247.28608009085,0.112122932151781,0.181707335977771,0.617052314087625,0.537200220395135,1,FALSE
"chr1",35505975,35506405,"AluY",1481,"SetA_ER_H3K27ac","10nM",FALSE,"KIAA0319L",0,"ENSG00000142687",6542.61543471126,-0.0720640918349012,0.264709268044578,-0.272238642671044,0.785438530932998,1,FALSE
"chr1",37495491,37495690,"AluJb",0,"SetA_ER_H3K27ac","10nM",TRUE,"MEAF6",0,"ENSG00000163875",2320.60839845824,-0.33905891467575,0.139113068833907,-2.43729016632195,0.0147977997366535,0.257595148028992,FALSE
"chr1",39142806,39143203,"AluY",560,"SetA_ER_H3K27ac","10nM",FALSE,"MACF1",0,"ENSG00000127603",2687.59400886188,-0.135813896667629,0.232381174867603,-0.584444487575243,0.558921303261177,1,FALSE
"chr1",39175020,39175210,"AluSx1",462,"SetA_ER_H3K27ac","10nM",FALSE,"MACF1",0,"ENSG00000127603",2687.59400886188,-0.135813896667629,0.232381174867603,-0.584444487575243,0.558921303261177,1,FALSE
"chr1",39178953,39179251,"AluSz",483,"SetA_ER_H3K27ac","10nM",FALSE,"MACF1",0,"ENSG00000127603",2687.59400886188,-0.135813896667629,0.232381174867603,-0.584444487575243,0.558921303261177,1,FALSE
"chr1",39960337,39960572,"FLAM_C",409,"SetA_ER_H3K27ac","10nM",FALSE,"MFSD2A",0,"ENSG00000168389",471.110316882337,0.530228694739305,0.234108099883053,2.26488829307563,0.0235195353591773,0.340097246467293,FALSE
"chr1",40094973,40095284,"AluJr4",934,"SetA_ER_H3K27ac","10nM",FALSE,"PPT1",0,"ENSG00000131238",42383.532877847,-0.0697153209858604,0.29168605962568,-0.239008065984798,0.811099328229661,1,FALSE
"chr1",41372178,41372419,"AluY",1920,"SetA_ER_H3K27ac","10nM",FALSE,"FOXO6",0,"ENSG00000204060",104.51842861481,3.06696913779878,0.542314629243333,5.65533174363742,1.55545541572763e-08,2.35486522938644e-06,TRUE
"chr1",41778332,41778743,"AluSz",745,"SetA_ER_H3K27ac","10nM",FALSE,"HIVEP3",0,"ENSG00000127124",272.504230539655,0.430226346108917,0.223945494458861,1.92112079391689,0.0547164806733407,0.55224957059396,FALSE
"chr1",41789411,41790214,"AluJo",1578,"SetA_ER_H3K27ac","10nM",FALSE,"HIVEP3",0,"ENSG00000127124",272.504230539655,0.430226346108917,0.223945494458861,1.92112079391689,0.0547164806733407,0.55224957059396,FALSE
"chr1",41795137,41795486,"AluJr4",124,"SetA_ER_H3K27ac","10nM",FALSE,"HIVEP3",0,"ENSG00000127124",272.504230539655,0.430226346108917,0.223945494458861,1.92112079391689,0.0547164806733407,0.55224957059396,FALSE
"chr1",41860167,41860573,"AluSc8",4127,"SetA_ER_H3K27ac","10nM",FALSE,"HIVEP3",0,"ENSG00000127124",272.504230539655,0.430226346108917,0.223945494458861,1.92112079391689,0.0547164806733407,0.55224957059396,FALSE
"chr1",41866228,41866678,"AluSc8",10188,"SetA_ER_H3K27ac","10nM",FALSE,"HIVEP3",0,"ENSG00000127124",272.504230539655,0.430226346108917,0.223945494458861,1.92112079391689,0.0547164806733407,0.55224957059396,FALSE
"chr1",41868169,41868603,"AluJo",11461,"SetA_ER_H3K27ac","10nM",FALSE,"HIVEP3",0,"ENSG00000127124",272.504230539655,0.430226346108917,0.223945494458861,1.92112079391689,0.0547164806733407,0.55224957059396,FALSE
"chr1",42657536,42657906,"AluSz6",902,"SetA_ER_H3K27ac","10nM",FALSE,"ENSG00000285728",0,"ENSG00000285728",6.679025283237,1.68068026124262,1.00279252981252,1.67599998132898,0.093738196268173,0.7395436692551,FALSE
"chr1",42658053,42658302,"AluSz6",1419,"SetA_ER_H3K27ac","10nM",FALSE,"ENSG00000285728",0,"ENSG00000285728",6.679025283237,1.68068026124262,1.00279252981252,1.67599998132898,0.093738196268173,0.7395436692551,FALSE
"chr1",42973287,42973691,"AluSp",364,"SetA_ER_H3K27ac","10nM",FALSE,"SLC2A1-DT",0,"ENSG00000227533",10.5899964674002,0.133738045395791,0.986609169214204,0.135553215567932,0.892174492532262,1,FALSE
"chr1",42992357,42992799,"AluY",171,"SetA_ER_H3K27ac","10nM",FALSE,"SLC2A1-DT",0,"ENSG00000227533",10.5899964674002,0.133738045395791,0.986609169214204,0.135553215567932,0.892174492532262,1,FALSE
"chr1",42993605,42993890,"AluY",336,"SetA_ER_H3K27ac","10nM",FALSE,"SLC2A1-DT",0,"ENSG00000227533",10.5899964674002,0.133738045395791,0.986609169214204,0.135553215567932,0.892174492532262,1,FALSE
"chr1",43531921,43532104,"AluSx1",3432,"SetA_ER_H3K27ac","10nM",FALSE,"PTPRF",0,"ENSG00000142949",19017.4316424436,0.0944286923245917,0.287583187178787,0.328352617727567,0.742645064240253,1,FALSE
"chr1",43783772,43784254,"AluSz",0,"SetA_ER_H3K27ac","10nM",TRUE,"ENSG00000284989",0,"ENSG00000284989",9.76362438644304,1.58944803026179,4.09201624046986,0.388426618287147,0.697700349030718,1,FALSE
"chr1",43830825,43831192,"AluJb",490,"SetA_ER_H3K27ac","10nM",FALSE,"ENSG00000284989",0,"ENSG00000284989",9.76362438644304,1.58944803026179,4.09201624046986,0.388426618287147,0.697700349030718,1,FALSE
"chr1",43885501,43885684,"AluSx",415,"SetA_ER_H3K27ac","10nM",FALSE,"ENSG00000284989",0,"ENSG00000284989",9.76362438644304,1.58944803026179,4.09201624046986,0.388426618287147,0.697700349030718,1,FALSE
"chr1",44819469,44819799,"AluSx3",0,"SetA_ER_H3K27ac","10nM",TRUE,"PTCH2",0,"ENSG00000117425",2.77403716580933,-1.62217497091855,1.7224655909213,-0.94177496460228,0.346307865326146,1,FALSE
"chr1",45304672,45305043,"AluJb",1205,"SetA_ER_H3K27ac","10nM",FALSE,"ZSWIM5",0,"ENSG00000162415",702.560232510254,-0.083427288588299,0.196100400673193,-0.425431504993878,0.670522143467884,1,FALSE
"chr1",45305442,45305649,"AluJb",1975,"SetA_ER_H3K27ac","10nM",FALSE,"ZSWIM5",0,"ENSG00000162415",702.560232510254,-0.083427288588299,0.196100400673193,-0.425431504993878,0.670522143467884,1,FALSE
"chr1",45516779,45517341,"AluSq2",0,"SetA_ER_H3K27ac","10nM",TRUE,"PRDX1",0,"ENSG00000117450",18282.4806062739,0.146216696457273,0.173547870584843,0.842515070709507,0.39949970754572,1,FALSE
"chr1",45519333,45519628,"AluSp",0,"SetA_ER_H3K27ac","10nM",TRUE,"PRDX1",0,"ENSG00000117450",18282.4806062739,0.146216696457273,0.173547870584843,0.842515070709507,0.39949970754572,1,FALSE
"chr1",46603500,46603775,"AluSx",1074,"SetA_ER_H3K27ac","10nM",FALSE,"MKNK1",0,"ENSG00000079277",649.844871451136,0.443238275067501,0.336725845133692,1.31631795264043,0.188067347715043,0.962196076993709,FALSE
"chr1",46757752,46758303,"AluJo",1040,"SetA_ER_H3K27ac","10nM",FALSE,"CYP4B1",0,"ENSG00000142973",577.532595395858,0.00547087561992085,0.461058702267404,0.0118658981882699,0.990532605203514,1,FALSE
"chr1",49257477,49257667,"AluSc",6739,"SetA_ER_H3K27ac","10nM",FALSE,"AGBL4",0,"ENSG00000186094",83.1657363047667,-0.673358701062943,0.420793662307949,-1.60021112810905,0.1095517542973,0.796595501014443,FALSE
"chr1",51297485,51297675,"AluSz",0,"SetA_ER_H3K27ac","10nM",TRUE,"TTC39A",0,"ENSG00000085831",2454.34319348598,0.161675543786456,0.294948322942868,0.548148713555399,0.583589794137455,1,FALSE
"chr1",51306894,51307457,"AluSx3",0,"SetA_ER_H3K27ac","10nM",TRUE,"TTC39A",0,"ENSG00000085831",2454.34319348598,0.161675543786456,0.294948322942868,0.548148713555399,0.583589794137455,1,FALSE
"chr1",51321293,51321788,"AluSz",121,"SetA_ER_H3K27ac","10nM",FALSE,"TTC39A",0,"ENSG00000085831",2454.34319348598,0.161675543786456,0.294948322942868,0.548148713555399,0.583589794137455,1,FALSE
"chr1",51330424,51330617,"AluSz6",1631,"SetA_ER_H3K27ac","10nM",FALSE,"TTC39A",0,"ENSG00000085831",2454.34319348598,0.161675543786456,0.294948322942868,0.548148713555399,0.583589794137455,1,FALSE
"chr1",51541797,51542158,"AluJb",0,"SetA_ER_H3K27ac","10nM",TRUE,"EPS15-AS1",0,"ENSG00000227070",24.1145031497292,-0.0525380922947122,0.526538977032531,-0.0997800629894609,0.920518936477935,1,FALSE
