"chrom","start","end","pro_plus_abs","pro_minus_abs","bidir","in_setB"
"chr1",165162988,165163297,21.36,18.46,0.864232209737828,TRUE
"chr1",169510690,169510871,7.87,8.69,0.905638665132336,TRUE
"chr1",169529390,169529701,69.68,36.92,0.529850746268657,TRUE
"chr1",171257451,171257746,51.71,49.95,0.965964030168246,TRUE
"chr1",177440911,177441219,106.76,10.86,0.101723491944549,FALSE
"chr1",177448719,177449099,71.93,55.38,0.769915195328792,TRUE
"chr1",177476748,177476989,16.87,3.26,0.193242442205098,FALSE
"chr1",177571838,177572033,10.12,72.75,0.139106529209622,FALSE
"chr1",177620683,177620959,1.12,22.8,0.0491228070175439,FALSE
"chr1",180167659,180168211,155.09,40.18,0.259075375588368,FALSE
"chr1",180228501,180228823,310.19,369.16,0.840258966301874,TRUE
"chr1",182244498,182244723,0,34.75,0,FALSE
"chr1",183023824,183024214,481.01,267.11,0.555310700401239,TRUE
"chr1",184373235,184373482,7.87,76.01,0.10353900802526,FALSE
"chr1",184482942,184483389,33.72,18.47,0.547746144721234,TRUE
"chr1",184626681,184626978,20.23,8.69,0.429560059317845,TRUE
"chr1",185645627,185645877,0,2.17,0,FALSE
"chr1",197485904,197486171,11.24,22.8,0.492982456140351,TRUE
"chr1",200016762,200017230,251.76,169.39,0.672823323800445,TRUE
"chr1",201170173,201170376,12.36,8.69,0.703074433656958,TRUE
"chr1",202058754,202058948,4.49,6.51,0.689708141321045,TRUE
"chr1",202106436,202106640,147.23,4.35,0.0295456089112273,FALSE
"chr1",202108269,202108551,84.29,8.69,0.103096452722743,FALSE
"chr1",202112820,202113162,58.45,76.01,0.76897776608341,TRUE
"chr1",202132102,202132287,22.48,59.73,0.376360287962498,TRUE
"chr1",202132591,202132820,68.56,96.63,0.70951050398427,TRUE
"chr1",202269705,202270081,5.61,45.6,0.123026315789474,FALSE
"chr1",202335270,202335756,273.11,121.61,0.445278459228882,TRUE
"chr1",203059391,203059667,31.47,23.88,0.758817921830315,TRUE
"chr1",203086777,203087224,15.73,13.03,0.828353464717101,TRUE
"chr1",203089230,203089769,13.49,10.86,0.805040770941438,TRUE
"chr1",204380560,204380839,284.34,349.62,0.813282992963789,TRUE
"chr1",204381179,204381376,22.48,21.72,0.966192170818505,TRUE
"chr1",204763673,204763922,0,5.43,0,FALSE
"chr1",206842007,206842229,22.48,35.83,0.62740720066983,TRUE
"chr1",206843544,206844123,107.9,383.27,0.281524773658257,FALSE
"chr1",206847542,206847915,93.28,162.86,0.572761881370502,TRUE
"chr1",206898677,206898863,14.61,3.26,0.223134839151266,FALSE
"chr1",206901261,206901568,57.32,122.7,0.467155664221679,TRUE
"chr1",206903587,206904111,232.65,308.35,0.754499756769904,TRUE
"chr1",206906123,206906332,16.86,22.8,0.739473684210526,TRUE
"chr1",207241616,207241810,2.25,0,0,FALSE
"chr1",207950835,207951233,104.53,62.97,0.602410791160432,TRUE
"chr1",209546430,209546697,46.08,43.43,0.942491319444444,TRUE
"chr1",211258883,211259148,113.5,453.85,0.25008262641842,FALSE
"chr1",211521523,211521805,0,9.78,0,FALSE
"chr1",215425190,215425530,4.49,10.86,0.413443830570902,TRUE
"chr1",215473860,215474144,6.74,6.52,0.967359050445104,TRUE
"chr1",215482055,215482532,156.22,18.47,0.118230700294457,FALSE
"chr1",215540222,215540578,70.81,628.66,0.112636401234372,FALSE
"chr1",220337776,220338022,19.1,9.77,0.51151832460733,TRUE
"chr1",223212615,223212855,6.74,31.5,0.213968253968254,FALSE
"chr1",223444540,223444793,2.25,48.87,0.0460405156537753,FALSE
"chr1",223655164,223655486,1.12,5.43,0.206261510128913,FALSE
"chr1",229161630,229161890,2.25,27.15,0.0828729281767956,FALSE
"chr1",229162291,229162555,8.99,10.86,0.82780847145488,TRUE
"chr1",229165407,229165762,213.56,8.69,0.0406911406630455,FALSE
"chr1",229221478,229221711,0,3.26,0,FALSE
"chr1",230057921,230058167,101.16,71.65,0.708283906682483,TRUE
"chr1",233676703,233676886,12.36,1.09,0.0881877022653722,FALSE
"chr1",233714992,233715288,44.95,27.14,0.603781979977753,TRUE
"chr1",234875619,234875826,74.19,49.94,0.673136541312845,TRUE
"chr1",234876246,234876802,238.26,284.45,0.837616452803656,TRUE
"chr1",234963229,234963477,58.44,23.89,0.408795345653662,TRUE
"chr1",235068484,235068707,24.72,3.26,0.131877022653722,FALSE
"chr1",246219307,246219776,1.12,22.81,0.0491012713722052,FALSE
"chr10",88419,88668,137.12,47.77,0.348380980163361,TRUE
"chr10",90223,90459,155.1,110.75,0.714055448098001,TRUE
"chr10",92549,92781,1.12,87.94,0.012735956333864,FALSE
"chr10",126485,126729,22.48,26.05,0.862955854126679,TRUE
"chr10",126932,127292,19.11,51.03,0.374485596707819,TRUE
"chr10",517353,517579,1.12,15.2,0.0736842105263158,FALSE
"chr10",2399957,2400253,0,0,0,FALSE
"chr10",3482772,3483089,41.58,10.86,0.261183261183261,FALSE
"chr10",3906832,3907050,2.25,16.28,0.138206388206388,FALSE
"chr10",4127983,4128365,16.86,1.09,0.064650059311981,FALSE
"chr10",4130031,4130230,0,3.26,0,FALSE
"chr10",4279756,4280041,10.11,8.69,0.859545004945598,TRUE
"chr10",5488291,5488579,46.08,160.69,0.286763333125895,FALSE
"chr10",5496611,5496868,2.25,11.95,0.188284518828452,FALSE
"chr10",5503619,5503812,19.11,43.42,0.440119760479042,TRUE
"chr10",5545072,5545305,10.12,16.29,0.621240024554942,TRUE
"chr10",5656625,5656952,32.59,17.38,0.533292420988033,TRUE
"chr10",5659943,5660580,73.04,184.6,0.395666305525461,TRUE
"chr10",6154798,6155069,17.98,6.52,0.362625139043382,TRUE
"chr10",6296750,6296991,112.39,66.24,0.589376279028383,TRUE
"chr10",6297663,6298324,810.33,162.86,0.200979847716362,FALSE
"chr10",8128338,8128752,4.49,9.78,0.459100204498978,TRUE
"chr10",8726026,8726375,3.37,40.18,0.0838725734196118,FALSE
"chr10",8752485,8752807,16.86,14.12,0.837485172004745,TRUE
"chr10",9038292,9038502,58.45,17.37,0.297177074422583,TRUE
"chr10",9187083,9187297,10.12,19.55,0.517647058823529,TRUE
"chr10",9188208,9188806,403.47,43.43,0.107641212481721,FALSE
"chr10",11831595,11831823,1.12,17.37,0.0644789867587795,FALSE
"chr10",12605857,12606105,116.89,1.09,0.00932500641628882,FALSE
"chr10",12872666,12872951,53.95,48.87,0.905838739573679,TRUE
"chr10",12873244,12873652,200.07,98.82,0.493927125506073,TRUE
"chr10",12881864,12882159,13.49,40.18,0.335739173718268,TRUE
"chr10",14407629,14407901,44.96,7.6,0.169039145907473,FALSE
"chr10",15461269,15461743,19.1,9.78,0.512041884816754,TRUE
"chr10",17445624,17446047,50.57,188.93,0.267665272852379,FALSE
"chr10",19177810,19178097,5.62,78.18,0.0718853926835508,FALSE
"chr10",19232436,19232715,16.86,21.72,0.776243093922652,TRUE
"chr10",22583711,22584172,89.91,41.27,0.459014570125681,TRUE
"chr10",22633047,22633310,2.24,109.66,0.0204267736640525,FALSE
"chr10",26982177,26982434,8.99,130.3,0.0689946277820414,FALSE
"chr10",28496012,28496755,119.14,100.97,0.847490347490347,TRUE
"chr10",28925417,28925824,46.08,438.66,0.105047189167009,FALSE
"chr10",28949700,28949973,2.25,3.26,0.690184049079755,TRUE
"chr10",29108016,29108204,222.52,111.84,0.502606507280244,TRUE
"chr10",29124873,29125350,71.92,103.15,0.697237033446437,TRUE
"chr10",29622497,29622754,93.28,65.15,0.698434819897084,TRUE
"chr10",29630317,29630677,43.83,127.02,0.34506376948512,TRUE
"chr10",29812182,29812779,83.18,85.76,0.969916044776119,TRUE
"chr10",32651594,32651975,15.73,11.94,0.759059122695486,TRUE
"chr10",34427424,34427742,1.12,9.78,0.114519427402863,FALSE
"chr10",43026417,43026760,556.33,130.3,0.234213506372117,FALSE
"chr10",43038046,43038311,26.98,74.92,0.360117458622531,TRUE
"chr10",43110798,43111096,15.74,16.29,0.966236955187232,TRUE
"chr10",44173282,44173882,546.21,135.72,0.248475860932608,FALSE
"chr10",44236842,44237163,6.74,7.61,0.885676741130092,TRUE
"chr10",44640935,44641115,32.6,21.72,0.666257668711656,TRUE
"chr10",44642103,44642352,69.68,6.51,0.0934270952927669,FALSE
"chr10",46048093,46048435,10.11,110.74,0.0912949250496659,FALSE
"chr10",48287966,48288273,129.24,86.87,0.67216032188177,TRUE
"chr10",48288839,48289075,332.67,29.31,0.0881053296059158,FALSE
"chr10",59322994,59323581,106.75,151.99,0.702348838739391,TRUE
"chr10",59350297,59350679,37.1,30.42,0.819946091644205,TRUE
"chr10",60173324,60173558,0,2.17,0,FALSE
"chr10",60848257,60848987,225.9,17.38,0.0769366976538291,FALSE
"chr10",61409862,61410169,60.7,57.54,0.947940691927512,TRUE
"chr10",62845420,62845634,10.11,8.68,0.858555885262117,TRUE
"chr10",63630599,63631282,1253.15,212.81,0.169820053465268,FALSE
"chr10",63712115,63712434,187.71,81.43,0.433807468968089,TRUE
"chr10",67788609,67788854,85.41,5.43,0.06357569371268,FALSE
"chr10",69213639,69214056,7.87,100.97,0.077943943745667,FALSE
"chr10",69315165,69315457,48.32,2.17,0.044908940397351,FALSE
"chr10",69319449,69319654,293.33,269.28,0.918010431936726,TRUE
"chr10",69439363,69439653,44.95,20.62,0.4587319243604,TRUE
"chr10",71309095,71309416,2.25,2.17,0.964444444444444,TRUE
"chr10",71512936,71513379,17.97,3.26,0.18141346688926,FALSE
"chr10",72272640,72272922,38.22,133.56,0.286163522012579,FALSE
"chr10",73965792,73966055,50.57,158.52,0.319013373706788,TRUE
"chr10",74743382,74743671,100.02,23.89,0.238852229554089,FALSE
"chr10",74821727,74822245,191.08,110.76,0.579652501570023,TRUE
"chr10",75245443,75245672,67.44,78.17,0.862735064602789,TRUE
"chr10",76642114,76642396,1.12,0,0,FALSE
"chr10",77410048,77410427,30.33,120.52,0.251659475605709,FALSE
"chr10",77416857,77417051,32.6,89.04,0.366127583108715,TRUE
"chr10",77417459,77417707,33.73,19.55,0.579602727542247,TRUE
"chr10",77480073,77480523,57.32,13.03,0.227320307048151,FALSE
"chr10",77531302,77531550,2.24,23.88,0.0938023450586265,FALSE
"chr10",77872314,77872593,28.09,57.54,0.488182134167536,TRUE
"chr10",77887590,77887839,30.35,134.64,0.225415923945336,FALSE
"chr10",77889418,77889701,71.93,238.87,0.301126135554904,TRUE
"chr10",78301924,78302357,42.71,67.3,0.634621099554235,TRUE
"chr10",79128533,79128919,56.19,16.29,0.289909236518954,FALSE
"chr10",79158527,79158814,53.95,358.3,0.150572146246162,FALSE
"chr10",79162812,79163164,5.62,0,0,FALSE
"chr10",79239605,79239842,15.73,146.57,0.107320734120216,FALSE
"chr10",80013306,80013796,20.23,30.4,0.66546052631579,TRUE
"chr10",80014733,80015010,35.96,61.89,0.581030861205364,TRUE
"chr10",80205871,80206130,76.43,19.54,0.25565877273322,FALSE
"chr10",80291104,80291291,69.68,1.09,0.0156429391504018,FALSE
"chr10",80964348,80964526,33.72,5.44,0.161328588374852,FALSE
"chr10",80966683,80966914,37.09,35.83,0.966028579131841,TRUE
"chr10",81898429,81898713,6.74,13.03,0.51726784343822,TRUE
"chr10",86968341,86968699,454.06,71.67,0.15784257587103,FALSE
"chr10",87008475,87008683,43.83,5.43,0.123887748117728,FALSE
"chr10",88385586,88385890,13.48,13.03,0.966617210682493,TRUE
"chr10",91360921,91361253,7.87,2.17,0.275730622617535,FALSE
"chr10",91671548,91671777,31.48,66.24,0.47524154589372,TRUE
"chr10",93071719,93072028,19.11,80.36,0.23780487804878,FALSE
"chr10",93435070,93435545,94.42,663.41,0.142325258889676,FALSE
"chr10",93440624,93440918,75.3,45.6,0.605577689243028,TRUE
"chr10",97571678,97571955,186.58,85.77,0.459695572944581,TRUE
"chr10",98314689,98314871,3.37,0,0,FALSE
"chr10",98363179,98363394,26.98,44.51,0.606155920017973,TRUE
"chr10",98363856,98364082,26.97,7.61,0.282165368928439,FALSE
"chr10",100883250,100883767,341.66,62.99,0.184364572967277,FALSE
"chr10",102710701,102711029,624.89,198.69,0.317959960953128,TRUE
"chr10",103890152,103890454,33.72,345.27,0.0976626987574941,FALSE
"chr10",103931282,103931986,64.06,540.74,0.118467285571624,FALSE
"chr10",103941026,103941232,0,5.43,0,FALSE
"chr10",104480877,104481122,50.58,27.15,0.536773428232503,TRUE
"chr10",110789871,110790165,797.95,89.03,0.111573406855066,FALSE
"chr10",110790759,110790981,485.52,53.2,0.10957324106113,FALSE
"chr10",110791176,110791419,176.45,103.15,0.584584868234627,TRUE
"chr10",110805460,110805706,19.11,2.17,0.113553113553114,FALSE
"chr10",110819536,110819778,112.4,5.44,0.0483985765124555,FALSE
"chr10",111107898,111108138,1.12,19.55,0.0572890025575448,FALSE
"chr10",113678541,113679118,118.02,182.4,0.64703947368421,TRUE
"chr10",113921917,113922344,115.77,32.57,0.281333678845988,FALSE
"chr10",113926161,113926380,5.62,48.86,0.115022513303316,FALSE
"chr10",113927318,113927787,70.8,79.26,0.893262679788039,TRUE
"chr10",113958648,113958885,15.73,5.43,0.345200254291163,TRUE
"chr10",113966988,113967202,164.09,91.2,0.555792552867329,TRUE
"chr10",113982745,113982993,64.06,95.54,0.670504500732677,TRUE
"chr10",113983523,113983709,118.01,15.2,0.128802643843742,FALSE
"chr10",114057096,114057371,10.11,47.78,0.211594809543742,FALSE
"chr10",114178951,114179163,19.11,6.52,0.341182626896913,TRUE
"chr10",114239116,114239655,152.86,197.62,0.773504706001417,TRUE
"chr10",114349550,114350064,212.41,22.81,0.107386657878631,FALSE
"chr10",114507494,114507672,17.98,46.69,0.385093167701863,TRUE
"chr10",114508096,114508329,5.62,31.5,0.178412698412698,FALSE
"chr10",115664708,115665097,175.32,11.94,0.068104038329911,FALSE
"chr10",116143401,116143628,37.09,15.2,0.409813966028579,TRUE
"chr10",118116892,118117103,2.25,4.35,0.517241379310345,TRUE
"chr10",119542779,119543039,346.16,7.6,0.0219551652415068,FALSE
"chr10",119668071,119668252,41.58,5.43,0.130591630591631,FALSE
"chr10",119689170,119689360,0,60.8,0,FALSE
"chr10",121500709,121501033,2.24,11.94,0.187604690117253,FALSE
"chr10",121501688,121501915,74.18,8.69,0.11714747910488,FALSE
"chr10",121510194,121510572,74.18,82.52,0.89893359185652,TRUE
"chr10",121553902,121554086,3.37,11.94,0.282244556113903,FALSE
"chr10",123721884,123722278,67.44,147.67,0.456693979819869,TRUE
"chr10",123722936,123723146,187.69,9.77,0.0520539186957217,FALSE
"chr10",123743997,123744248,276.48,137.88,0.498697916666667,TRUE
"chr10",124893414,124893668,57.32,0,0,FALSE
"chr10",125543707,125544165,34.84,29.32,0.841561423650976,TRUE
"chr10",125624777,125625181,348.41,153.1,0.439424815590827,TRUE
"chr10",125625926,125626199,106.78,27.14,0.25416744708747,FALSE
"chr10",125634230,125634546,58.45,3.26,0.0557741659538067,FALSE
"chr10",125690764,125691034,13.49,13.03,0.96590066716086,TRUE
"chr10",125695046,125695493,132.62,11.95,0.0901070728396923,FALSE
"chr10",126059522,126059996,51.7,42.34,0.818955512572534,TRUE
"chr10",126060350,126060596,19.1,28.23,0.676585193057032,TRUE
"chr10",126175889,126176223,104.52,26.06,0.249330271718331,FALSE
"chr10",126240629,126241051,25.85,66.24,0.390247584541063,TRUE
"chr10",126543744,126544039,37.09,8.69,0.23429495820976,FALSE
"chr10",126918296,126918868,219.18,64.07,0.292316817227849,FALSE
"chr10",126935605,126935917,10.11,10.87,0.930082796688133,TRUE
"chr10",128540923,128541562,34.84,222.59,0.156520957814816,FALSE
"chr10",129036950,129037210,7.87,1.09,0.138500635324015,FALSE
"chr10",129169184,129169429,10.11,16.28,0.621007371007371,TRUE
"chr10",131654902,131655417,51.69,3.26,0.0630682917392145,FALSE
"chr10",132163186,132163426,83.18,144.41,0.575998892043487,TRUE
"chr10",132164638,132164926,43.83,116.18,0.377259425030126,TRUE
"chr10",132539416,132539692,22.48,45.6,0.492982456140351,TRUE
"chr10",133000035,133000379,6.75,2.17,0.321481481481481,TRUE
"chr11",470005,470374,46.07,7.61,0.165183416540048,FALSE
"chr11",1796386,1796942,39.33,436.49,0.0901051570482714,FALSE
"chr11",1828599,1828878,137.11,42.34,0.308803150754868,TRUE
"chr11",1829228,1829430,122.51,0,0,FALSE
"chr11",1830902,1831152,8.99,9.78,0.919222903885481,TRUE
"chr11",2165319,2165521,26.97,16.28,0.603633667037449,TRUE
"chr11",2169070,2169717,69.7,2.17,0.0311334289813486,FALSE
"chr11",2190895,2191107,46.09,97.72,0.471653704461727,TRUE
"chr11",2193269,2193693,160.71,56.46,0.351316035094269,TRUE
